"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"1623","the cap is on, that is what!","the",2,"cap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1624","Please follow me<3","please follow",3,"me","me",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1625","Twitter account hacked again! If you received a recent message from me sorry!","twitter account hacked",4,"again","think","received",NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1626","#Film | If a #ScriptSupervisor queries a scene's action in your script, you've just been covered. - oxox","if a queries a scenes",6,"action","video","action","auditions",NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1627","let me get that free gift card","let me get",4,"that","home","ready","better","one","first","free","back","follow","new","tired",0.0100000000020373,FALSE
"1628","Awful managing in the ninth, Ron. Calling for a sacrifice with the worst bunter on the team is not a good call. Horrible.","awful managing in the ninth",6,"ron","ron",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1629","Happy Pastor's Appreciation month to all the Pastors!!!!My Pastor Father Pfleger!","happy pastors appreciation month to all",7,"the","my",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1630","Whew! And, we're done. That did take a while.","whew",2,"and","done",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1631","i just started bawling with Alyssa came down haha","i just started bawling with",6,"alyssa","alyssa",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1632","I must've eaten 30 oz. of red meat at Texas De Brazil last night. So good, though.","i mustve eaten oz of red meat at texas de",11,"brazil","mayo","brazil","gaulle","ivan","riscal",NA,NA,NA,NA,NA,0.0100000000020373,TRUE
"1633","I have a doc on how to ask to have them remove it looking for it now will post when I find it.","i have a doc on how to ask to have them remove it looking for it now will",19,"post","get","never","post","follow","make","one","ever","help","take","first",0.0199999999967986,TRUE
"1634","look at my tweet pass it on","look at my",4,"tweet","like","forward","great","twitter","much","new","good","tweet","tell","things",0.0100000000020373,TRUE
"1635","ur missing a good show","ur missing a",4,"good","much","school","good","u","anyone","important","state","hubby","death","period",0,TRUE
"1636","That follows only if you assume that gayness leads inevitably to gay marriage. Still, where do I sign up for the porn and socialism?","that follows only if you assume that gayness leads inevitably to marriage still where do i sign up for",20,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1637","Well put. RT : If you're going to be original, be prepared to be copied.","well put rt if youre going to be",9,"original","in",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1638","new years... lets get weird...","new years",3,"lets","old","ago","service","everyone","goes","keep","lets","eating","congrats","million",0.0200000000040745,TRUE
"1639","Can't even put it into words how touched I by everyone who was a part of my Father in Law's cancer benefit! Over 5K raised!","cant even put it into words how touched i by everyone who was",14,"a","came","back","else","make","please","happy","dont","say","round","getting",0.0199999999967986,FALSE
"1640","aww my little cuzzo just came in the room and said ""whose that pretty girl"" i told him dani he said ""dwanie"" aww so cute??","aww my little cuzzo just came in the room and said whose that pretty girl i told him",19,"dani","us","great","u","thought","damn","yall","past","nhl","tiny","dani",0.0100000000020373,TRUE
"1641","Don't break my heart by favoring Chelsea. I think Arsenal and Liverpool can be friends today. Neutrality is worse.","dont",2,"break","know","think","care","want","forget","get","miss","really","feel","worry",0.0199999999967986,FALSE
"1642","thank you :)","thank",2,"you","much","rt","god","im","though","service","one","happy","great","everyone",0,FALSE
"1643","Was going to include ""love you more"" in that tweet but that would border on groupie status, no?","was going to include love you",7,"more","guys","you","so","and","more",NA,NA,NA,NA,NA,0,TRUE
"1644","RT : Hardware literacy changes the way we interact with technology #ohdc // Amen!","rt hardware",3,"literacy","literacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1645","Going to be downtown/CU campus this afternoon. Hit us up if you want to renew/join. We have 2012 scarves/buttons with us. Prost!","going to be downtowncu campus this afternoon hit us up if you want to renewjoin we have",18,"scarvesbuttons","to",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1646","AND R U STILL COMIN","and r",3,"u","u","r","really","good","ever","feeling","part","cool","explain","da",0,TRUE
"1647","it's fun to be clever :-D Hump day is actually fartlek day (still trying to come up with something clever for that one).","its fun to be clever",6,"d","one","d","things",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1648","I believe mini m&m's have a better chocolate to hard shell ratio.","i believe mini mms have a better chocolate to",10,"hard","hard","chile","chip","marbling",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1649","A stationary set!","a stationary",3,"set","set",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1650","That Time Flung Some Little 6th Grader 10 Feet Because We Were Running To The Lunch Line :')","that",2,"time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1651","your welcome =D","your",2,"welcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1652","OHMYGOD, invert the fucking phase and shit SOUNDS GOOD AGAIN","ohmygod invert the phase and",6,"sounds","best","shit","ive",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1653","#Teamyandy Chrissy ah old ass bitch w/ zero class","chrissy ah",3,"old","well","hell","miss","good","old","wanna","cant","facebook","guess","least",0.0100000000020373,TRUE
"1654","I'm just gonna say it one more time, we should burn down the fence","im just gonna say it one more time we should burn",12,"down","today","fence","light","offering",NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1655","Do I think Peyton Manning is our best move? No. Am I extremely excited to see him in a Dolphins uni? Abso-fucking-lutely.","do i think peyton manning is our best move no am i",13,"extremely","so","going","trying","in","now","just",NA,NA,NA,NA,0.0100000000020373,FALSE
"1656","I've said it twice.","ive",2,"said","seen","ever","always","trying","heard","got","great","used","asked","said",0,TRUE
"1657","lol damn.... Clintondale on the come up!","lol clintondale on",4,"the","come",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1658","Would love to see you tonight coach. Let me know if you can get out.","would",2,"love",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1659","Wuts gd ! I C U SLIME","wuts",2,"gd","gd",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1660","I miss falling asleep with him.. Faccccck. I always put myself in te toughest predicaments","i miss falling asleep with him faccccck i always put myself",12,"in","smoke","together","much","im","rt","music","work","long","things","jobs",0.0200000000040745,FALSE
"1661","true story.","true",2,"story","value","now","think","rt","good","love","ever","true","need","eat",0.0199999999967986,FALSE
"1662","ya gotta add jeff to that too lol he is just as bitter if not more","ya gotta add jeff to that too lol he",10,"is","good","just","im","rt","ok","like","sorry","really","please","still",0.0100000000020373,FALSE
"1663","Today's the last official Last Thursday (street closed) and possibly the last nice day of the year...Come out to Alberta St. and live it up!","todays the last official last thursday street closed and possibly the last nice day",15,"of","even","work","just","think","school","still","d","falls","long","probably",0.0199999999967986,FALSE
"1664","Live, at the Digital Journalism Camp...","live at",3,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1665","i love you more","i love",3,"you","you","it","my","the","that","this",NA,NA,NA,NA,0.0100000000020373,TRUE
"1666","so basically they swapped 2nd rd picks with NE for a 6th, and two 7th rounders?","so basically they swapped nd",6,"rd","now","im","love","everyone","rd","way","something","biggest","pick","begins",0.0199999999967986,TRUE
"1667","peace everybody.","peace",2,"everybody","find","love","mind","less","email","everybody",NA,NA,NA,NA,0.0100000000020373,TRUE
"1668","nice sentiment, but how will they get paid? This will get abandoned like other mid market ventures.","nice sentiment but how will they get paid this will get abandoned like other",15,"mid","really","like","going","im","see","us","good","one","boys","clown",0.0200000000040745,FALSE
"1669","I love the holidays and seeing the rest of my family","i love the holidays",5,"and","seeing","auto","goodnight",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1670","it can be lonely sometimes.","it can be",4,"lonely","used",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE
"1671","The worst part about this Capitals-Rangers series is that someone has to advance.","the worst part about this capitalsrangers series",8,"is","get","week","point","someone","instead","loved","teams",NA,NA,NA,0.0100000000020373,FALSE
"1672","You mean like how he lets go of the bat as soon as he starts his swing?","you mean like how",5,"he","really","like","going","im","see","us","good","one","boys","clown",0.0199999999967986,FALSE
"1673","Kidding....kind of. Im def craving a breakfast sandwich though.","kiddingkind of im def craving a",7,"breakfast","breakfast","chickfla","simple","taco",NA,NA,NA,NA,NA,NA,0,TRUE
"1674","Wow. Yeah, she could have planned better but you'd really begrudge her trying to keep an eye on her kids during flight?","wow yeah she could have planned better but youd really begrudge her",13,"trying","trying",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1675","Sad to think about that this is the last college basketball game for a long time","sad to",3,"think","hear",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1676","I love being in the 160-180 BPM range :) SO MUCH FUN!","i love being in",5,"the","with",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1677","Closet of ROCK is more like it!","closet of rock is more",6,"like","like","help","thanks","amazing","state","explain","n","ages","record","daddy",0.0199999999967986,TRUE
"1678","“Happiness is not a station you arrive at, but a manner of traveling.” - Margaret B. Runbeck","“happiness is not a",5,"station","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1679","#oomf had that same tweet like 15 seconds before you did. lol","had that same tweet like seconds before",8,"you","lol","till",NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1680","this friday coming up..on arlington","this",2,"friday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1681","""Cocaine for breakfast yikes! Met her a coachella ....""","for",2,"breakfast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"1682","Was just reading your tweets - so much positive energy in so few characters...amazing! Thanks for following...","was just reading your",5,"tweets","tweets",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1683","Did you win?","did you",3,"win","know","hear","have",NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1684","Max Server memory for #SQL = Total Machine Memory - 4GB for OS is what it should be set. Blasting SP sites tip;","max server memory for total machine memory gb for os is what it",14,"should","is",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE
"1685","""Ya'll know me... Yeah OPP!"" #THON12 good job!","yall know me",4,"yeah","if","what","how",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,FALSE
"1686","U meant every day working people right? have u-- or do u know anyone who has-- actually bought someone a CAR for holidays?","u meant every day working",6,"people","back","going","new","music","soon","lol","without","people","will","today",0.0199999999967986,TRUE
"1687","Well, the Xbox can't get pregnant?Rosettafr19","well",2,"the","done","u","hope","thanks","deserved","talk","now","know","back","gonna",0.0100000000020373,FALSE
"1688","shout out","shout",2,"out","shooting","ninja","krystel","outs",NA,NA,NA,NA,NA,NA,0,FALSE
"1689","Excited for the stretch run.. we should have some new characters in Omaha this year!","excited for",3,"the","the",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
"1690","Survived a Bulgarian movie w/Spanish subtitles with surprising ease. Left me wanting to learn Backgammon.","survived a bulgarian movie wspanish subtitles with",8,"surprising","surprising",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE
"1691","That kind of active solicitation of feedback from colleagues cd offer qualitative evidence of impact.","that kind of active",5,"solicitation","facebook","solicitation",NA,NA,NA,NA,NA,NA,NA,NA,0,TRUE
"1692","hi i love you you are beutiful girl can you follow me ? i jasminator of spain one pregunt what ' s your colour fovourite?","hi i love you you are beutiful girl can you follow me i jasminator",15,"of","spain",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE
"1693","how do u get to post on my account? I dont follow u and u dont follow me... Spam","how do u get to post on my account i dont follow u and u dont",17,"follow","know","think","care","want","forget","get","miss","really","feel","worry",0.0100000000020373,FALSE
"1694","I do agree. :) I'm see The Dictator tonight & then kids' sports all weekend.","i do agree im see the dictator tonight then kids sports all",13,"weekend","glad","weekend","late","biz",NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE
"1695","Fantastic customer service and low pressure sales. I've returned for service because of no BS policy.","fantastic customer service and low pressure sales ive returned for",11,"service","service",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE
