"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10"
"1309","To argue otherwise is pretty naive in this day and time. If Atlanta doesn’t do it, some other city in search of an NFL team will be waving a lucrative aid package. Just ask cities that have lost sports teams.","to argue otherwise is pretty naive in this day and time",12,"if","since",0.0100000000020373,FALSE,"year","said","see","around","school","season","get","make","two"
"1310","Vice of choice: Nicotine patches. Holmes declares himself to be ""a high-functioning sociopath.""","vice of choice nicotine patches holmes",7,"declares","martin",0.0500000000029104,TRUE,"intelligence","declares",NA,NA,NA,NA,NA,NA,NA
"1311","When 22-year-old Esmerelda tells her mom, Babou, she's getting married, Babou is less than thrilled because she doesn't think much of the guy. Then comes the really harsh news: Mom isn't invited to the wedding. Why? Because, says her daughter, ""I don't want you to embarrass me.""","when yearold esmerelda tells her mom babou shes getting married babou is less than thrilled because she doesnt think much of the guy then comes the really harsh news mom isnt invited to the wedding",36,"why","says",0.0199999999967986,FALSE,"turn","ring","sets","britains","photography",NA,NA,NA,NA
"1312","A lot of angst from Ducks fans, wondering what it means, and whether Kelly really would give up his lucrative contract in order to coach in the NFL.","a lot of angst from ducks fans wondering what it means and whether kelly really would give up his",20,"lucrative","us",0.0299999999988358,FALSE,"assets","chance","said","take","obama","one","government","way","officers"
"1313","The mountains' first maintained trail will give hikers a taste of what the rest of the wild, unrefined mountains is like.","the mountains first maintained trail will give hikers a taste of what",13,"the","was",0.0100000000020373,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","Already lost, he said, have been several rivalries, part of long-standing conference cultures that are being changed.","already lost he said have been several rivalries part of longstanding conference cultures that",15,"are","season",0.0199999999967986,FALSE,"two","bacteria","changed",NA,NA,NA,NA,NA,NA
"1315","Higley teachers were given a 5 percent raise in April, and the base salary for a beginning teacher was raised in February by nearly $1,600 annually to $35,000 a year.","higley teachers were given a percent",7,"raise","percent",0,TRUE,"year","got","raise","time","game","million","increase","reported","less"
"1316","""We don't want to be the worst team in NBA history,"" Charlotte's D.J. Augustin told reporters after the loss to the Wizards. ""We know that in the back of our minds going into the next two games.""","we dont want to be the worst team in nba history charlottes dj augustin told reporters after the loss",20,"to","of",0.0199999999967986,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","San Francisco 49ers Grade: C","san francisco ers",4,"grade","pound",0.0100000000020373,TRUE,"grade","baltimore",NA,NA,NA,NA,NA,NA,NA
"1318","Another experiment at the fair proved that copper wire bested aluminum or steel wire in conducting electricity by recording the brightness of a light bulb.","another experiment at the fair proved that copper wire bested aluminum or steel",14,"wire","plants",0.0200000000040745,TRUE,"group","wire","vacated",NA,NA,NA,NA,NA,NA
"1319","Exactly when the fire reached Ann Appel's and the Lucases' homes has not been determined, nor have their causes of death. Throughout the day, neighbors had been in regular contact with the three. Appel and the Lucases had said as late as 5 p.m. that they were on the verge of evacuating.","exactly when the fire reached ann appels and the lucases homes has not been determined nor have their causes of death throughout the",24,"day","day",0.0199999999967986,TRUE,"city",NA,NA,NA,NA,NA,NA,NA,NA
"1320","The new law does not apply to tribal establishments, such as casinos or restaurants.","the new law",4,"does","enforcement",0.0100000000020373,FALSE,"firm","allows","degree","passed","said","monday","two","center","council"
"1321","Can it get any better?","can it get any",5,"better","done",0,FALSE,"one","percent","back","work","lot","new","made","things","life"
"1322","More information: 913-945-5800","more",2,"information",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","David Peterson  952-746-3285","david peterson",3,"�",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","The job shift isn't creating any new traffic jams, says a MoDOT spokesman, and the highway system seems adequate to handle it.","the job shift isnt creating any new traffic jams says a modot spokesman and the highway system seems",19,"adequate","like",0.0299999999988358,FALSE,"year","bit","one","minutes","playing","bring","almost","running","table"
"1325","At the exhibit Talbot told a group of people, ""I'm real excited, this has meant a lot to me. I really enjoyed this evening."" He was beaming.","at the exhibit talbot told a group of people im real excited this has meant",16,"a","lot",0.0199999999967986,FALSE,"something","reduce","women","christmas","unusual","screen","inspire",NA,NA
"1326","One buyer, Pike Capital Partners in Manhattan, invested $21 million and by 2008 held shares worth a penny each, fund manager Daniel Pike testified.","one buyer pike capital partners in manhattan invested million and by held shares worth a penny each fund manager daniel",21,"pike","will",0.0100000000020373,TRUE,"died","pike","byman","mabley","schwartz",NA,NA,NA,NA
"1327","​Good, cheap breakfasts (double egg sandwich, $1.75; pancakes, $3.50), plus subs, panini, focaccia, wraps, burgers, pasta and pizza are the draw at this popular downtown workers lunch spot.","​good cheap breakfasts double egg sandwich pancakes plus subs panini focaccia wraps burgers pasta and pizza",17,"are","along",0.0400000000008731,FALSE,"thin","italian","draw","co",NA,NA,NA,NA,NA
"1328","The largest brewery in Denver is Flying Dog, whose bottles are easily recognized on market shelves by their unruly labels illustrated by gonzo artist Ralph Steadman. But the whole litter of canine-themed brews — including In Heat Wheat Hefeweizen and Horn Dog Barley Wine — can be had from the tap, breathtakingly fresh, at the adjacent Blake Street Tavern. Windows from the bar look right into Flying Dog's 50-barrel brew house.","the largest brewery in denver is flying dog whose bottles are easily recognized on market shelves by their unruly labels illustrated by gonzo artist ralph steadman but the whole litter of caninethemed brews — including in heat",38,"wheat","butter",0.0299999999988358,FALSE,"oil","can","whether","lead","much","allow","inches","kept","cutting"
