"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","prediction9","prediction10","timeToPredict","Correct"
"10232","My neighbor issues actually involve the fish and pet store across the street. I live on the first floor so we have a looovely view of the little fishies. My main beef is that the owner is an a$$ who seems to think that it is a good marketing technique to put a huge flat-screen tv in his window and endlessly run the same powerpoint presentation with flashing kaleidoscope transitions in between lovely pictures of RATS! That's right, you look out my window you get flashing RATS! That'll reel'em in.","my neighbor issues actually involve the fish and pet store across the street i live on the first floor so we have a looovely view of the little fishies my main beef is that the owner is an a who seems to think that it is a good marketing technique to put a huge flatscreen tv in his window and endlessly run the same powerpoint presentation",67,"with","and",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0100000000002183,FALSE
"10233","On the plus side, I have a new proposal ready for a steampunk, futuristic, fairy-tale which requires minimal locations and a small cast.","on the plus",4,"side","the","we","most","that","as","an","now","hour","im","mine",0.0300000000006548,FALSE
"10234","Once again I’m left wide-eyed. The accessibility of art in this city is dazzling – sometimes at zero cost to the public. I’ve already written about a stunning Picasso exhibition at the Gagosian art gallery in Chelsea last year; right now it’s an eye-popping collection of Monet’s paintings of his garden in Giverny, France.","once again i’m left wideeyed the accessibility of art in this city is dazzling – sometimes at zero cost to the public",23,"i’ve","same","first","most","world","time","other","way","end","last","best",0.0199999999986176,FALSE
"10235","In preparation for the act, a group of 34 student advocacy groups, including the bus drivers’ union and the principals’ union, worked to develop curriculum for schools.","in preparation for the act a group of student",10,"advocacy","the","my","this","course","his","it","her","our","them","us",0.0300000000006548,FALSE
"10236","I love a girl named Madelin,’","i love a girl",5,"named","few","little","lot","bit","good","new","great","couple","long","very",0.0300000000006548,FALSE
"10237","“And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth. So God created man in his own image, in the image of God created he him; male and female created he them.” – Genesis 1:26-27","“and god said let us make man in our image after our likeness and let them have dominion over the fish of the sea",25,"and","same","first","most","world","time","other","way","end","last","best",0.0599999999994907,FALSE
"10238","The little notes with each recipe crack me up. Fantastic Fudge Brownies ""Men love them - so do children (and moms not on diets!)""","the little notes with each recipe me up fantastic fudge brownies men love them so do children and moms",20,"not","the","then","it","that","we","in","he","they","is","you",0.0299999999988358,FALSE
"10239","She took a sip, it didn’t taste bad and before she knew it he’d refilled both cups.","she",2,"took","was","is","had","has","said","made","would","could","did","just",0.0200000000004366,FALSE
"10240","And here it gets personal, because in summer 1984 as the expedition was returning from Georgia via Istanbul, a sunburnt young man called David, who happened to be my boyfriend and who had decided that the way to relax after three years of studying physics at London's Imperial College would be to back-pack solo around Turkey, had a certain encounter in an Istanbul post-office. I'll let him take up the tale:","and here it gets personal because in summer as the expedition was returning from georgia via istanbul a sunburnt young man called david who",25,"happened","the","was","would","and","when","pray","hicks","bernstein","friedrich","levine",0.0300000000006548,FALSE
"10241","But anyrate, yesterday, we tinkered, and made a heck of a mess in Jason's garage and workshop.","but anyrate yesterday we tinkered and made a",9,"heck","the","it","me","for","to","his","her","some","by","this",0.0300000000006548,FALSE
"10242","I'll go and leave you in peace now - better finish loading the washing machine and then get some cleaning and ironing done.","ill go and leave you in peace now",9,"better","the","and","is","of","with","prize","will","which","from","something",0.0299999999988358,FALSE
"10243","Care Bears Kingdom of Caring","care bears kingdom of",5,"caring","of","is","to","from","here","party","making","developed","forgiveness","facilities",0.0300000000006548,FALSE
"10244","Mom’s gift came in today, and but I wasn’t at home when the delivery guy came, so she came to know about it, eventually. I know, I know–all the surprise ruined. But she said she likes the gift, and it’s the thought that counts, so it’s not so bad now, is it? I think not.","mom’s gift came in today and but i wasn’t at home when the delivery guy",16,"came","to","processes",NA,NA,NA,NA,NA,NA,NA,NA,0.0399999999990541,FALSE
